Point number,Sample Number,Site ID,Target,Grid,UTM_East,UTM_North,Elevation (m),Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Ag ppm AuME-ST43,Al % AuME-ST43,As ppm AuME-ST43,Au ppm AuME-ST43,Au ppm AuME-ST43 status,Au ppm AuME-ST43 certificate,Au ppm AuME-ST43 certificate completed,Au ppm AuME-ST43 laboratory,Au ppm AuME-ST43 sample analysis workflow,B ppm AuME-ST43,Ba ppm AuME-ST43,Be ppm AuME-ST43,Bi ppm AuME-ST43,Ca % AuME-ST43,Cd ppm AuME-ST43,Ce ppm AuME-ST43,Co ppm AuME-ST43,Cr ppm AuME-ST43,Cs ppm AuME-ST43,Cu ppm AuME-ST43,Cu ppm AuME-ST43 status,Cu ppm AuME-ST43 certificate,Cu ppm AuME-ST43 certificate completed,Cu ppm AuME-ST43 laboratory,Cu ppm AuME-ST43 sample analysis workflow,Fe % AuME-ST43,Ga ppm AuME-ST43,Ge ppm AuME-ST43,Hf ppm AuME-ST43,Hg ppm AuME-ST43,In ppm AuME-ST43,K % AuME-ST43,La ppm AuME-ST43,Li ppm AuME-ST43,Mg % AuME-ST43,Mn ppm AuME-ST43,Mo ppm AuME-ST43,Na % AuME-ST43,Nb ppm AuME-ST43,Ni ppm AuME-ST43,P % AuME-ST43,Pb ppm AuME-ST43,Pd ppm AuME-ST43,Pt ppm AuME-ST43,Rb ppm AuME-ST43,Re ppm AuME-ST43,Recvd Wt. kg WEI-21,S % AuME-ST43,Sb ppm AuME-ST43,Sc ppm AuME-ST43,Se ppm AuME-ST43,Sn ppm AuME-ST43,Sr ppm AuME-ST43,Ta ppm AuME-ST43,Te ppm AuME-ST43,Th ppm AuME-ST43,Ti % AuME-ST43,Tl ppm AuME-ST43,U ppm AuME-ST43,V ppm AuME-ST43,W ppm AuME-ST43,WT. SAMPLE g AuME-IC43i,WT. SAMPLE g AuME-MS43i,Y ppm AuME-ST43,Zn ppm AuME-ST43,Zr ppm AuME-ST43,parent sample number
KDK_Soils_2023,178786,Nwz126,WEST,NAD83_U10,677198,5503598,,REG,,06/18/2023,BA,Dry,Angular,25,B Horizon,brown,Clear Cut,Gravelly,Near outcrop,0.079,2.39,2.8,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,2,169.5,0.45,0.1065,0.38,0.19,16.5,10.2,14.95,0.964,35.5,Imported,VA23178295,07/28/2023,ALS,ALS,2.89,6.6,0.035,0.106,0.026,0.029,0.06,6.21,8.2,0.42,1415,0.447,0.014,0.81,9.79,0.114,4.96,0.0005,0.0005,7.26,0.0001,0.6,0.013,0.143,4.9,0.209,0.45,21.8,0.0025,0.065,0.61,0.0803,0.0526,0.51,69.6,0.054,25.041,25.041,7.51,129,3.7,
KDK_Soils_2023,178787,Nwz127,WEST,NAD83_U10,677249,5503600,,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Clear Cut,Gravelly,Near outcrop,0.082,2.14,2.07,0.0007,Imported,VA23178295,07/28/2023,ALS,ALS,2,143.5,0.397,0.0944,0.4,0.175,14,9.15,13.35,0.946,22.4,Imported,VA23178295,07/28/2023,ALS,ALS,2.63,6.13,0.032,0.08,0.024,0.028,0.07,4.94,8.8,0.41,1270,0.522,0.013,0.674,9.34,0.085,4.55,0.002,0.0005,6.61,0.0001,0.6,0.01,0.115,4.38,0.113,0.4,19.9,0.0025,0.056,0.486,0.0683,0.0424,0.326,60.1,0.047,25.085,25.085,4.98,125,2.49,
KDK_Soils_2023,178788,Nwz128,WEST,NAD83_U10,677300,5503598,,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Forest,Gravelly,,0.066,2.19,3.64,0.0004,Imported,VA23178295,07/28/2023,ALS,ALS,2,137,0.413,0.0949,0.33,0.172,14.45,8.64,12.2,0.858,26.4,Imported,VA23178295,07/28/2023,ALS,ALS,2.55,5.64,0.029,0.102,0.031,0.03,0.05,4.66,7.7,0.35,1385,0.6,0.014,0.793,8.24,0.1295,5.21,0.0005,0.0005,5.57,0.0001,0.56,0.013,0.129,3.82,0.184,0.44,16.3,0.0025,0.046,0.541,0.0745,0.0477,0.362,58.2,0.06,25.027,25.027,4.47,97.8,3.61,
KDK_Soils_2023,178789,Nwz129,WEST,NAD83_U10,677347,5503604,,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,,,0.089,2.45,3.41,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,2,148.5,0.459,0.0953,0.29,0.177,13.75,10.55,16.8,0.943,32.2,Imported,VA23178295,07/28/2023,ALS,ALS,3.02,6.51,0.028,0.097,0.025,0.03,0.06,4.52,10.5,0.46,1320,0.545,0.013,0.606,10.7,0.102,5.37,0.001,0.0005,6.93,0.0001,0.6,0.009,0.219,4.38,0.119,0.44,17.15,0.0025,0.039,0.677,0.0802,0.0508,0.362,71.5,0.057,25.032,25.032,3.97,104,3.07,
KDK_Soils_2023,178790,Nwz129,,,,,,DUP,,06/18/2023,,,,,,,,,,0.088,2.51,3.77,0.001,Imported,VA23178295,07/28/2023,ALS,ALS,2,151,0.475,0.0966,0.3,0.158,14.55,10.95,17.65,0.923,34,Imported,VA23178295,07/28/2023,ALS,ALS,3.1,6.93,0.033,0.08,0.026,0.028,0.06,4.84,10.9,0.49,1165,0.551,0.013,0.533,11.3,0.0997,5.29,0.0005,0.0005,6.92,0.0001,0.56,0.008,0.211,4.95,0.125,0.45,18.3,0.0025,0.037,0.708,0.0846,0.0496,0.373,73.9,0.054,25.09,25.09,4.29,101,2.69,178789
KDK_Soils_2023,178791,Nwz130,WEST,NAD83_U10,677400,5503597,,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,,0.095,2.21,3.91,0.0017,Imported,VA23178295,07/28/2023,ALS,ALS,2,164.5,0.415,0.0866,0.32,0.119,14,10.05,16,0.679,39.6,Imported,VA23178295,07/28/2023,ALS,ALS,2.95,6.11,0.033,0.113,0.021,0.026,0.06,4.82,9.2,0.52,720,0.568,0.011,0.586,10.5,0.0784,5.47,0.0005,0.0005,5.45,0.0001,0.64,0.006,0.174,5.18,0.122,0.44,17.35,0.0025,0.046,0.74,0.0832,0.0382,0.352,71.3,0.052,25.025,25.025,4.81,81.2,4.33,
KDK_Soils_2023,178792,Nwz131,WEST,NAD83_U10,677447,5503605,,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,red-brown,Forest,Gravelly,Moved 5m due to creek,0.078,2.34,4.44,0.003,Imported,VA23178295,07/28/2023,ALS,ALS,2,200,0.463,0.0926,0.35,0.121,14.3,10.85,16.1,0.441,32.2,Imported,VA23178295,07/28/2023,ALS,ALS,3.01,6.17,0.029,0.156,0.023,0.023,0.05,4.87,9.6,0.51,783,0.602,0.012,0.772,9.85,0.1405,4.74,0.001,0.0005,5.36,0.0001,0.56,0.01,0.159,4.77,0.173,0.5,18.7,0.0025,0.056,0.647,0.0674,0.0364,0.353,70.6,0.068,25.071,25.071,4.74,99.3,4.8,
KDK_Soils_2023,178793,Nwz132,WEST,NAD83_U10,677497,5503596,,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Forest,Gravelly,,0.103,2.08,3.71,0.0026,Imported,VA23178295,07/28/2023,ALS,ALS,1,149,0.384,0.0748,0.33,0.131,10.75,9.54,14.1,0.59,23.3,Imported,VA23178295,07/28/2023,ALS,ALS,2.66,5.88,0.026,0.084,0.023,0.024,0.06,3.78,8.5,0.43,628,0.504,0.012,0.73,9.68,0.0943,4.21,0.0005,0.0005,5.57,0.0002,0.62,0.009,0.135,3.91,0.107,0.44,17.2,0.0025,0.033,0.57,0.081,0.0348,0.283,66.8,0.058,25.081,25.081,3.29,85.6,3.15,
KDK_Soils_2023,178794,Nwz133,WEST,NAD83_U10,677550,5503602,,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,Disturbed ground,0.229,2.13,4.54,0.0011,Imported,VA23178295,07/28/2023,ALS,ALS,2,121,0.415,0.101,0.27,0.23,11.7,9.26,13.7,0.659,26.6,Imported,VA23178295,07/28/2023,ALS,ALS,2.48,5.71,0.025,0.18,0.033,0.027,0.06,3.92,8.8,0.39,1055,0.771,0.015,0.831,9.36,0.1485,6.38,0.0005,0.0005,8.5,0.0002,0.58,0.013,0.138,3.4,0.145,0.48,15.1,0.0025,0.041,0.646,0.0746,0.0431,0.335,55.6,0.07,25.045,25.045,3.1,115.5,5.54,
KDK_Soils_2023,178795,Nwz134,WEST,NAD83_U10,677622,5503604,,REG,,06/18/2023,BA,Dry,Sub-angular,35,B Horizon,lt brown,Forest,Gravelly,Sample moved 5m due to road,0.106,1.78,3.55,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,2,135.5,0.337,0.0754,0.32,0.262,11.7,8.9,14.25,0.527,21.1,Imported,VA23178295,07/28/2023,ALS,ALS,2.46,4.98,0.028,0.1,0.025,0.022,0.06,3.97,7.5,0.41,685,0.713,0.015,0.639,9.69,0.1195,4.46,0.0005,0.0005,5.18,0.0001,0.56,0.007,0.131,3.69,0.132,0.4,20.2,0.0025,0.037,0.653,0.0801,0.0357,0.283,60.1,0.064,25.039,25.039,3.47,92,4.19,
KDK_Soils_2023,178796,Nzw135,WEST,NAD83_U10,677645,5503604,,REG,,06/18/2023,BA,Damp,Sub-angular,35,B Horizon,dk brown,Forest,Gravelly,,0.149,2.2,3.96,0.0007,Imported,VA23178295,07/28/2023,ALS,ALS,2,136,0.433,0.0947,0.24,0.227,17.6,9.58,14.05,0.804,32.2,Imported,VA23178295,07/28/2023,ALS,ALS,2.46,6.16,0.034,0.123,0.035,0.027,0.05,5.6,9,0.37,800,0.834,0.015,0.689,10.6,0.1315,6.51,0.0005,0.0005,5.53,0.0001,0.52,0.01,0.132,4.46,0.172,0.46,15.9,0.0025,0.028,0.844,0.0686,0.0477,0.396,55.2,0.065,24.903,24.903,5.46,109.5,4.68,
KDK_Soils_2023,178797,Nwz136,WEST,NAD83_U10,677701,5503604,,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,red-brown,Forest,Gravelly,Disturbed ground,0.17,2,3.41,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,1,126.5,0.327,0.158,0.22,0.184,10.95,10,20.7,0.533,22.7,Imported,VA23178295,07/28/2023,ALS,ALS,2.89,6.06,0.035,0.067,0.027,0.029,0.05,4.03,7.9,0.55,860,0.808,0.012,0.461,12.1,0.1035,5.84,0.001,0.0005,5.47,0.0001,0.64,0.02,0.165,3.97,0.311,0.35,15.6,0.0025,0.125,0.493,0.0528,0.0418,0.277,62.4,0.059,24.722,24.722,2.9,103,1.96,
KDK_Soils_2023,178798,Nwz137,WEST,NAD83_U10,677745,5503600,,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,Gravelly,Disturbed ground,0.195,2.19,3.28,0.0014,Imported,VA23178295,07/28/2023,ALS,ALS,1,141,0.385,0.0937,0.19,0.193,10.45,9.67,14.35,0.655,27.9,Imported,VA23178295,07/28/2023,ALS,ALS,2.79,6.24,0.031,0.139,0.027,0.027,0.06,3.98,8.4,0.47,628,0.634,0.013,0.526,11.4,0.116,5.49,0.0005,0.0005,6.06,0.0001,0.46,0.008,0.134,3.92,0.162,0.38,13.35,0.0025,0.062,0.748,0.0565,0.0417,0.285,54.7,0.065,25.312,25.312,3.98,104,4.71,
KDK_Soils_2023,178799,Nwz138,WEST,NAD83_U10,677797,5503607,,REG,,06/18/2023,BA,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Gravelly,Slightly disturbed ground ,0.066,1.42,3.44,0.001,Imported,VA23178295,07/28/2023,ALS,ALS,1,91.4,0.24,0.0738,0.25,0.208,7.48,9.65,14.25,0.337,21.8,Imported,VA23178295,07/28/2023,ALS,ALS,2.8,4.66,0.032,0.026,0.015,0.025,0.05,2.9,6.9,0.54,475,0.875,0.009,0.399,10.15,0.0462,4.99,0.001,0.0005,5.71,0.0002,0.62,0.008,0.208,3.49,0.119,0.26,15.8,0.0025,0.057,0.36,0.0612,0.0282,0.1965,61.4,0.054,25.256,25.256,2.12,71.5,0.95,
KDK_Soils_2023,178800,,,,,,,Control,CDN-GEO-1901,,,,,,,,,,,0.803,1.56,11.25,0.0399,,VA23178295,07/28/2023,ALS,ALS,47,137.5,0.243,0.151,3.2,0.178,11.35,14.3,28.3,0.845,648,,VA23178295,07/28/2023,ALS,ALS,3.17,5.58,0.076,0.084,0.24,0.023,0.14,5.14,13.8,1.46,580,19.8,0.114,0.01,15.7,0.102,27.6,0.006,0.001,5.79,0.0314,0.06,0.321,1.26,5.75,0.726,0.37,137,0.0025,0.112,1.52,0.07,0.0402,0.592,99.6,1.875,25.044,25.044,7.41,54.7,2.58,
KDK_Soils_2023,178812,NWZ046,WEST,NAD83_U10,677800,5502799,,REG,,06/25/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,0.356,2.06,4.03,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,2,143.5,0.387,0.0959,0.39,0.321,14.6,10.05,13.75,0.63,34.1,Imported,VA23178295,07/28/2023,ALS,ALS,2.57,5.51,0.036,0.094,0.028,0.024,0.07,4.73,8.1,0.45,1065,0.661,0.015,0.711,11.05,0.1415,5.8,0.0005,0.0005,5.95,0.0001,0.36,0.015,0.16,3.92,0.155,0.46,24.5,0.0025,0.064,0.578,0.0654,0.0431,0.336,55.5,0.074,25.472,25.472,4.55,104,3.41,
KDK_Soils_2023,178813,NWZ45,WEST,NAD83_U10,677749,5502797,,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,0.1,2.13,3.08,0.003,Imported,VA23178295,07/28/2023,ALS,ALS,2,130.5,0.38,0.0884,0.32,0.295,12.7,10.05,16.15,0.511,34.1,Imported,VA23178295,07/28/2023,ALS,ALS,2.93,5.91,0.036,0.09,0.021,0.022,0.08,4.28,8.5,0.55,731,0.616,0.012,0.542,11.4,0.0882,5.21,0.001,0.001,4.87,0.0002,0.42,0.009,0.156,5.11,0.114,0.4,18.65,0.0025,0.067,0.731,0.0833,0.0383,0.322,64.4,0.066,25.067,25.067,4.2,98.6,3.72,
KDK_Soils_2023,178814,NWZ044,WEST,NAD83_U10,677699,5502800,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,OB,Forest,Sandy Silt,,0.071,2.68,3.96,0.0031,Imported,VA23178295,07/28/2023,ALS,ALS,1,155,0.532,0.0967,0.26,0.144,14.85,11.65,19.4,0.581,51.5,Imported,VA23178295,07/28/2023,ALS,ALS,3.4,7.1,0.042,0.174,0.02,0.027,0.07,4.64,9.4,0.75,456,0.64,0.008,0.369,12.95,0.0705,6.4,0.001,0.0005,4.52,0.0002,0.48,0.008,0.196,5.38,0.171,0.4,25.6,0.0025,0.079,1.1,0.0797,0.0415,0.37,76.4,0.097,24.791,24.791,3.87,80,6.9,
KDK_Soils_2023,178815,NWZ043,WEST,NAD83_U10,677647,5502801,,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,0.07,1.28,2.04,0.0014,Imported,VA23178295,07/28/2023,ALS,ALS,1,59.9,0.183,0.0729,0.38,0.085,6.35,6.27,11.6,0.28,15.6,Imported,VA23178295,07/28/2023,ALS,ALS,2.07,4.41,0.027,0.05,0.03,0.014,0.03,2.78,5.3,0.28,154,0.783,0.012,0.609,6.17,0.0124,4.08,0.001,0.001,3.87,0.0002,0.4,0.01,0.151,3.34,0.147,0.37,20.1,0.0025,0.042,0.303,0.0562,0.0255,0.188,56.2,0.055,24.833,24.833,2.35,49.5,1.97,
KDK_Soils_2023,178816,NWZ042,WEST,NAD83_U10,677597,5502801,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.054,2.06,3.63,0.0014,Imported,VA23178295,07/28/2023,ALS,ALS,1,104.5,0.385,0.102,0.24,0.111,11.35,8.52,12.45,0.646,23.1,Imported,VA23178295,07/28/2023,ALS,ALS,2.5,5.84,0.033,0.155,0.027,0.021,0.04,3.67,7,0.35,767,0.634,0.014,0.643,9.51,0.0894,5.05,0.0005,0.0005,4.8,0.0001,0.34,0.008,0.121,3.65,0.113,0.48,12.85,0.0025,0.048,0.768,0.0789,0.0458,0.306,58,0.081,25.189,25.189,3.4,74.9,5.72,
KDK_Soils_2023,178817,NWZ041,WEST,NAD83_U10,677548,5502803,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.048,2.01,2.91,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,1,111,0.337,0.0794,0.28,0.062,7.51,9.59,14.55,0.485,22.6,Imported,VA23178295,07/28/2023,ALS,ALS,2.79,6.29,0.033,0.057,0.016,0.022,0.06,2.86,8,0.47,437,0.616,0.012,0.476,10.15,0.0745,3.98,0.0005,0.001,4.9,0.0001,0.44,0.009,0.128,4.23,0.084,0.42,15.15,0.0025,0.042,0.503,0.0797,0.0278,0.234,65.3,0.053,24.853,24.853,2.42,65.5,2.14,
KDK_Soils_2023,178818,NWZ040,WEST,NAD83_U10,677501,5502802,,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,0.103,2.21,3.89,0.0007,Imported,VA23178295,07/28/2023,ALS,ALS,2,128,0.413,0.0745,0.36,0.088,14.65,12.1,19.25,0.534,33.6,Imported,VA23178295,07/28/2023,ALS,ALS,3.14,6.91,0.045,0.072,0.024,0.026,0.06,5.19,8.8,0.57,491,0.576,0.012,0.508,13,0.1025,4.55,0.002,0.0005,5.21,0.0001,0.42,0.009,0.151,5.56,0.113,0.5,20.9,0.0025,0.035,0.671,0.0772,0.0363,0.362,74,0.061,25.328,25.328,4.88,71.3,2.51,
KDK_Soils_2023,178819,NWZ039,WEST,NAD83_U10,677450,5502802,,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,dk brown,Forest,Sandy Silt,,0.099,1.68,4.52,0.0429,Imported,VA23178295,07/28/2023,ALS,ALS,1,109,0.336,0.087,0.29,0.117,12.5,10.55,14.55,0.409,63.1,Imported,VA23178295,07/28/2023,ALS,ALS,2.78,5.01,0.038,0.064,0.024,0.026,0.04,4.65,6.4,0.5,638,0.742,0.009,0.461,10.1,0.1105,4.35,0.002,0.001,5.01,0.0001,0.42,0.01,0.192,4.43,0.184,0.33,15.8,0.0025,0.088,0.501,0.0556,0.0318,0.294,61.6,0.067,25.219,25.219,5,79.9,2,
KDK_Soils_2023,178820,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.063,0.95,4.25,0.0019,,VA23178295,07/28/2023,ALS,ALS,4,110.5,0.435,0.0783,1.22,0.152,20,9.86,18.2,0.889,38.4,,VA23178295,07/28/2023,ALS,ALS,2.51,3.71,0.069,0.111,0.036,0.022,0.09,8.42,8.8,0.59,518,0.778,0.023,0.443,16.95,0.0778,6.39,0.003,0.0005,5.15,0.0002,0.74,0.02,0.313,4.85,0.116,0.43,80.9,0.0025,0.028,2.69,0.0456,0.0698,0.583,54.7,0.068,25.007,25.007,8.24,57.4,4.27,
KDK_Soils_2023,178821,NWZ038,WEST,NAD83_U10,677397,5502801,,REG,,06/25/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.163,1.8,5.85,0.0058,Imported,VA23178295,07/28/2023,ALS,ALS,2,112,0.375,0.1005,0.44,0.152,14.95,11.1,19,0.3,83.6,Imported,VA23178295,07/28/2023,ALS,ALS,3.35,5.44,0.054,0.072,0.037,0.033,0.05,6.36,6.4,0.61,653,0.69,0.01,0.429,11.85,0.0666,4.63,0.001,0.001,3.19,0.0003,0.58,0.012,0.238,7.85,0.256,0.32,23.2,0.0025,0.123,0.668,0.0811,0.0335,0.371,77.3,0.708,25.112,25.112,9.38,71.6,2.85,
KDK_Soils_2023,178822,NWZ037,WEST,NAD83_U10,677354,5502800,,REG,,06/16/2023,KB,Damp,Angular,15,B Horizon,dk brown,Forest,Gravelly,,0.201,1.82,19.3,0.1815,Imported,VA23178295,07/28/2023,ALS,ALS,2,244,0.418,4.4,0.46,0.149,13.6,40.4,18.4,0.277,786,Imported,VA23178295,07/28/2023,ALS,ALS,6.42,5.23,0.077,0.042,0.116,0.049,0.12,6.02,6.6,0.82,1010,3.57,0.011,0.214,13.8,0.1,5.3,0.009,0.003,3.76,0.0005,0.42,0.148,0.566,9.1,1.105,0.48,34.2,0.0025,5.2,0.579,0.0599,0.033,0.384,84.4,0.506,25.358,25.358,10.2,53.1,1.77,
KDK_Soils_2023,178823,NWZ036,WEST,NAD83_U10,677301,5502800,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.128,1.78,5.9,0.0011,Imported,VA23178295,07/28/2023,ALS,ALS,1,93.4,0.367,0.1055,0.21,0.246,12.35,9.52,11.3,0.497,33.5,Imported,VA23178295,07/28/2023,ALS,ALS,2.59,5.11,0.033,0.078,0.032,0.026,0.03,3.92,6,0.33,1120,0.896,0.012,0.57,7.91,0.1245,7.29,0.0005,0.0005,3.59,0.0001,0.46,0.013,0.174,3.67,0.243,0.41,12.3,0.0025,0.074,0.492,0.0628,0.0471,0.298,52.5,0.084,25.051,25.051,4.23,112.5,2.71,
KDK_Soils_2023,178824,NWZ035,WEST,NAD83_U10,677246,5502800,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.177,1.82,5.17,0.0011,Imported,VA23178295,07/28/2023,ALS,ALS,1,114.5,0.346,0.0948,0.31,0.19,10.75,8.96,12.25,0.523,29.2,Imported,VA23178295,07/28/2023,ALS,ALS,2.49,5.33,0.03,0.106,0.052,0.027,0.04,3.44,6.4,0.36,650,0.678,0.012,0.74,8.95,0.0884,9.56,0.001,0.001,4.52,0.0001,0.46,0.014,0.189,3.59,0.153,0.39,14.3,0.0025,0.062,0.56,0.0629,0.0605,0.266,53.2,0.071,25.099,25.099,3.57,149.5,4.14,
KDK_Soils_2023,178825,NWZ034,WEST,NAD83_U10,677198,5502800,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.15,1.7,4.98,0.0015,Imported,VA23178295,07/28/2023,ALS,ALS,1,122.5,0.319,0.0804,0.29,0.146,10.55,8.76,12.75,0.471,27.2,Imported,VA23178295,07/28/2023,ALS,ALS,2.53,5.34,0.037,0.068,0.022,0.027,0.04,3.74,6.1,0.38,539,0.622,0.009,0.495,8.78,0.0776,7.28,0.001,0.0005,4.54,0.0001,0.46,0.008,0.196,4.25,0.156,0.39,15.45,0.0025,0.055,0.54,0.0647,0.0516,0.265,59.6,0.068,25.218,25.218,3.71,109.5,2.5,
KDK_Soils_2023,178826,NWZ033,WEST,NAD83_U10,677151,5502802,,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.219,1.63,4.87,0.0157,Imported,VA23178295,07/28/2023,ALS,ALS,1,129,0.309,0.0917,0.24,0.166,9.39,7.54,10.35,0.569,32.5,Imported,VA23178295,07/28/2023,ALS,ALS,2.48,5.18,0.031,0.031,0.033,0.023,0.03,3.44,5.8,0.32,624,0.535,0.01,0.451,7.01,0.0855,6.26,0.001,0.0005,4.76,0.0001,0.4,0.01,0.162,3.25,0.161,0.38,12.25,0.0025,0.045,0.353,0.0463,0.0429,0.237,51.7,0.063,24.924,24.924,3.03,130.5,1.12,
KDK_Soils_2023,178827,NWZ032,WEST,NAD83_U10,677098,5502800,,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.134,1.72,3.84,0.0006,Imported,VA23178295,07/28/2023,ALS,ALS,1,134.5,0.327,0.0823,0.23,0.096,9.72,7.3,11.2,0.59,24.9,Imported,VA23178295,07/28/2023,ALS,ALS,2.35,5.01,0.028,0.054,0.023,0.022,0.04,3.36,5.9,0.34,642,0.568,0.01,0.514,7.73,0.0815,6.72,0.001,0.0005,4.53,0.0001,0.44,0.009,0.16,3.22,0.119,0.4,12.3,0.0025,0.043,0.481,0.0588,0.0442,0.255,54,0.067,24.71,24.71,3.05,98.8,2.19,
KDK_Soils_2023,178828,NWZ031,WEST,NAD83_U10,677049,5502800,,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.075,1.74,3.79,0.0009,Imported,VA23178295,07/28/2023,ALS,ALS,1,121,0.28,0.0916,0.16,0.047,5.43,7.18,11.4,0.455,55.4,Imported,VA23178295,07/28/2023,ALS,ALS,2.31,5.83,0.026,0.098,0.019,0.018,0.04,2.33,7,0.45,602,0.5,0.008,0.33,7.71,0.0772,5.37,0.0005,0.001,4.18,0.0001,0.4,0.004,0.107,2.93,0.07,0.41,10.35,0.0025,0.03,0.468,0.0402,0.0405,0.1955,51,0.061,25.188,25.188,1.92,73.2,2.83,
KDK_Soils_2023,178829,NWZ030,WEST,NAD83_U10,676999,5502804,,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,,,0.215,1.9,5.84,0.001,Imported,VA23178295,07/28/2023,ALS,ALS,1,157,0.376,0.0806,0.26,0.195,13.4,8.86,13.55,0.528,30.3,Imported,VA23178295,07/28/2023,ALS,ALS,2.61,5.68,0.042,0.097,0.03,0.026,0.05,4.86,7,0.4,427,0.664,0.011,0.554,8.69,0.0895,10.9,0.001,0.001,4.67,0.0003,0.36,0.009,0.247,4.69,0.148,0.4,15.2,0.0025,0.045,0.652,0.0575,0.0665,0.331,56.8,0.067,24.926,24.926,4.95,138.5,3.43,
KDK_Soils_2023,178830,NWZ030,,,,,,DUP,,06/17/2023,,,,,,,,,,0.191,1.9,5.61,0.0011,Imported,VA23178295,07/28/2023,ALS,ALS,2,149,0.372,0.0798,0.26,0.183,12.95,8.97,13.7,0.52,30.9,Imported,VA23178295,07/28/2023,ALS,ALS,2.62,5.62,0.042,0.106,0.03,0.026,0.04,4.56,7.1,0.39,426,0.661,0.012,0.563,8.8,0.0918,10.65,0.001,0.0005,4.86,0.0001,0.32,0.01,0.24,4.48,0.168,0.49,15.1,0.0025,0.045,0.621,0.0595,0.0629,0.311,57.6,0.065,25.226,25.226,4.63,141.5,3.56,178829
KDK_Soils_2023,178831,NWZ029,WEST,NAD83_U10,676949,5502800,,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,0.115,1.86,4.09,0.0026,Imported,VA23178295,07/28/2023,ALS,ALS,2,117.5,0.362,0.088,0.28,0.146,12.4,8.15,12.4,0.459,28.6,Imported,VA23178295,07/28/2023,ALS,ALS,2.5,5.12,0.042,0.074,0.036,0.021,0.05,4.34,6.1,0.36,721,0.614,0.012,0.619,8.35,0.0931,6.23,0.001,0.0005,4.24,0.0001,0.36,0.015,0.148,4.15,0.202,0.35,15.3,0.0025,0.056,0.51,0.0668,0.0414,0.335,54.6,0.063,25.08,25.08,4.74,96,2.7,
